_id,BatchFileName,PoliceServiceType,PoliceService,OPP_PoliceService,IncidentNumber,Date,ApproximateTimeForceApplied,LocationType_ResidentialBuilding,LocationType_NonResidentialBuilding,LocationType_MotorVehicle,LocationType_OpenSpace,LocationType_PublicTransportation,ReportType,TypeTeam,NumberTeam,Attire,AssignmentType,IncidentType,HumaneDestructionAnimal_Distance,HumaneDestructionAnimal_Handgun,HumaneDestructionAnimal_Rifle,HumaneDestructionAnimal_Shotgun,HumaneDestructionAnimal_NumberRoundsDischarged,InteractionType,NumberIndividuals,NumberOtherOfficers,OfficerInvolvedInjuries_PhysicalInjuries,OfficerInvolvedInjuries_Treatment_No,OfficerInvolvedInjuries_Treatment_FirstAid,OfficerInvolvedInjuries_Treatment_MedicalPersonnelScene,OfficerInvolvedInjuries_Treatment_AdmissionMedicalFacility,OfficerInvolvedInjuries_Treatment_MedicalFacility,OfficerInvolvedInjuries_Treatment_Unknown,OfficerInvolvedInjuries_Treatment_Other,NoInteractIndiv_ReasonUseOfForce_EffectArrest,NoInteractIndiv_ReasonUseOfForce_PreventOffence,NoInteractIndiv_ReasonUseOfForce_PreventEscape,NoInteractIndiv_ReasonUseOfForce_ProtectOtherOfficers,NoInteractIndiv_ReasonUseOfForce_ProtectPublic,NoInteractIndiv_ReasonUseOfForce_ProtectSelf,NoInteractIndiv_ReasonUseOfForce_ProtectIndiv,NoInteractIndiv_ReasonUseOfForce_Unintentional,NoInteractIndiv_ReasonUseOfForce_Other,NoInteractIndiv_TypeForceUsed_CEW_Check,NoInteractIndiv_TypeForceUsed_CEW_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Check,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Drawn,NoInteractIndiv_TypeForceUsed_Firearm_Handgun_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_Rifle_Check,NoInteractIndiv_TypeForceUsed_Firearm_Rifle_Discharged,NoInteractIndiv_TypeForceUsed_Firearm_ShotgunLethal_Check,NoInteractIndiv_TypeForceUsed_Firearm_ShotgunLethal_Discharged,NoIndivAnimalOnly_ReasonUseOfForce_EffectArrest,NoIndivAnimalOnly_ReasonUseOfForce_PreventOffence,NoIndivAnimalOnly_ReasonUseOfForce_PreventEscape,NoIndivAnimalOnly_ReasonUseOfForce_ProtectOtherOfficers,NoIndivAnimalOnly_ReasonUseOfForce_ProtectPublic,NoIndivAnimalOnly_ReasonUseOfForce_ProtectSelf,NoIndivAnimalOnly_ReasonUseOfForce_ProtectIndiv,NoIndivAnimalOnly_ReasonUseOfForce_Unintentional,NoIndivAnimalOnly_ReasonUseOfForce_Other,NoIndivAnimalOnly_TypeForceUsed_CEW,NoIndivAnimalOnly_TypeForceUsed_Firearm,Inclusion_SOLGEN_ARA_Analysis
1872,585837692,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-869850,2023-11-14,15:33:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1873,991801917,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-228869,2023-11-14,17:54:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Property Crime,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1874,512355481,Ontario Provincial Police,Ontario Provincial Police,North East Region,OPP-441929,2023-11-13,15:00:00,,,,1,,Team,Hostage Rescue Team,10,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1875,156069679,Ontario Provincial Police,Ontario Provincial Police,North East Region,OPP-136649,2023-11-15,15:35:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1876,440485066,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-862377,2023-11-15,17:29:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1877,102826634,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-886234,2023-11-15,17:49:00,,,,1,,Individual,,,Non-Uniform,Drugs,"Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Individual(s),2,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1878,957179895,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-489417,2023-11-19,20:19:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Other Federal/Provincial Statutes (e.g., LLA)",,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1879,489878143,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-745789,2023-11-19,02:43:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1880,945634232,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-463830,2023-11-18,11:57:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1881,817052303,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-338010,2023-11-19,04:34:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,8,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1882,565292948,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-481037,2023-11-19,01:45:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1883,804664743,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-704199,2023-11-20,00:57:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1884,966538556,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-589524,2023-11-03,16:00:00,1,,,,,Team,Hostage Rescue Team,11,Uniform,Targeted Community Response Units/Hostage Rescue,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1885,505872289,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-561546,2023-11-20,18:59:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1886,976132414,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-561546,2023-11-21,19:01:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1887,420937978,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-694206,2023-11-21,13:11:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),2,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1888,307641810,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-904781,2023-11-22,02:45:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1889,600787503,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-904781,2023-11-22,02:50:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1890,298559160,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-904781,2023-11-22,02:44:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1891,853149065,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-694206,2023-11-21,13:18:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1892,457754998,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-521558,2023-11-21,05:00:00,1,,,,,Team,Hostage Rescue Team,10,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1893,706942259,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-996528,2023-11-22,18:00:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1894,261516172,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-996528,2023-11-22,18:00:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1895,248324209,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-523797,2023-11-22,04:54:00,1,,,,,Team,Tactical Team,12,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1896,191449766,Ontario Provincial Police,Ontario Provincial Police,North East Region,OPP-162160,2023-11-23,00:30:00,,,1,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1897,624657640,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-845601,2023-11-19,05:19:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1898,755360748,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-909895,2023-11-25,09:38:00,1,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1899,698798495,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-909555,2023-11-25,09:18:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Traffic (e.g., RIDE, vehicle collision)",,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1900,305293957,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-754004,2023-11-25,00:24:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),4,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1901,366653102,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-453166,2023-11-13,15:14:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1902,267771080,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-696282,2023-11-27,20:56:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1903,451916155,Ontario Provincial Police,Ontario Provincial Police,North East Region,OPP-113683,2023-11-26,16:51:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1904,607388789,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-561801,2023-11-29,07:30:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1905,724375734,Ontario Provincial Police,Ontario Provincial Police,North East Region,OPP-113683,2023-11-26,17:17:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1906,362074600,Ontario Provincial Police,Ontario Provincial Police,North East Region,OPP-113683,2023-11-26,16:51:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1907,606313788,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-231092,2023-11-28,22:15:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1908,104648159,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-530282,2023-11-28,15:25:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Family/Neighbour/Other Type of Dispute,,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1909,924068441,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-425858,2023-11-29,21:21:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1910,584983821,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-425858,2023-11-29,21:20:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1911,686638650,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-403573,2023-11-30,20:27:00,1,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1912,325379742,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-403573,2023-11-30,20:42:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1913,180932213,Ontario Provincial Police,Ontario Provincial Police,North East Region,OPP-761677,2023-12-01,00:41:00,,1,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Police Custody Related (e.g. prisoner control, fingerprinting, lock-up area)",,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1914,865710341,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-648582,2023-12-30,17:37:00,,,,1,,Individual,,,Uniform,Tactical,Stolen Vehicle,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1915,234977506,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-359472,2023-11-29,11:04:00,1,,,,,Individual,,,Non-Uniform,Targeted Community Response Units/Hostage Rescue,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1916,857331603,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-278377,2023-11-30,11:34:00,,,,1,,Team,Hostage Rescue Team,5,Uniform,Targeted Community Response Units/Hostage Rescue,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1917,956873549,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-648582,2023-11-30,18:00:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Stolen Vehicle,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1918,798249334,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-402362,2023-12-02,10:06:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1919,804474746,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-951011,2023-11-29,03:16:00,,,1,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1920,363692984,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-536668,2023-11-30,07:29:00,1,,,,,Individual,,,Uniform,Canine,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1921,216492563,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-247995,2023-12-02,21:37:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1922,697129115,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-634216,2023-12-02,16:59:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1923,685878026,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-694206,2023-11-21,12:31:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),2,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1924,147016845,Ontario Provincial Police,Ontario Provincial Police,North West Region,OPP-837412,2023-12-03,04:19:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1925,761816171,Ontario Provincial Police,Ontario Provincial Police,Highway Safety Division,OPP-945468,2023-12-03,16:45:00,,,1,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1926,691907441,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-986960,2023-12-03,01:42:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1927,163959721,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-353471,2023-12-01,04:08:00,1,,,,,Team,Tactical Team,12,Uniform,Tactical,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,11,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1928,479647499,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-955903,2023-11-30,05:00:00,1,,,,,Team,Tactical Team,14,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,13,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1929,766270897,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-536668,2023-11-29,07:29:00,1,,,,,Team,Tactical Team,9,Uniform,Tactical,Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1930,748578052,Ontario Provincial Police,Ontario Provincial Police,West Region,OPP-734407,2023-11-27,09:30:00,1,,,,,Team,Tactical Team,10,Uniform,Tactical,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1931,876321850,Ontario Provincial Police,Ontario Provincial Police,East Region,OPP-577774,2023-12-04,18:30:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Barricaded Individual/Disturbance/Individual in Crisis/Wellness/Safety Check,,,,,,Interaction with Individual(s),1,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1932,307875962,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-840400,2023-12-04,15:21:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),1,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1933,669882633,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-749050,2023-12-05,17:13:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),1,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1934,343627776,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-457553,2023-12-06,22:08:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1935,940746406,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-457553,2023-12-06,22:08:00,,,,1,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ","Assisting Other Police Service/Agency (e.g., EMS, animal welfare inspectors)",,,,,,Interaction with Individual(s),1,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1936,333784096,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-840400,2023-12-04,15:45:00,,,,1,,Team,Hostage Rescue Team,10,Uniform,Tactical,Violent Crime (including Intimate Partner Violence),,,,,,Interaction with Individual(s),3,6,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1937,607874234,Ontario Provincial Police,Ontario Provincial Police,General Headquarters,OPP-538975,2023-12-05,04:45:00,1,,,,,Team,Hostage Rescue Team,13,Uniform,Targeted Community Response Units/Hostage Rescue,"Executing Warrant (e.g., DNA, arrest, search)",,,,,,Interaction with Individual(s),9,12,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1938,446114624,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-834942,2023-12-07,20:54:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1939,595120455,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-834942,2023-12-07,20:54:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
1940,986686796,Ontario Provincial Police,Ontario Provincial Police,Central Region,OPP-834942,2023-12-07,20:55:00,1,,,,,Individual,,,Uniform,"Patrol (e.g., general, foot, bicycle, ATV, snowmobile) ",Weapon(s),,,,,,Interaction with Individual(s),3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
