BatchFileName,Indiv_Index,Weapon,Location
620141347,4,Knife/Edged,"Accessible (e.g., within reach)"
620141347,5,Knife/Edged,"Accessible (e.g., within reach)"
620141347,6,Knife/Edged,"Accessible (e.g., within reach)"
620141347,7,Knife/Edged,"Accessible (e.g., within reach)"
683270804,1,Knife/Edged,"On Person, including concealed"
272152067,1,Handgun,"Accessible (e.g., within reach)"
253472066,1,Knife/Edged,In Hand
210281880,1,Handgun,"On Person, including concealed"
621345382,1,Knife/Edged,"On Person, including concealed"
508132459,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
880984298,1,Handgun,"Accessible (e.g., within reach)"
486638527,1,Unknown Type of Weapon,"On Person, including concealed"
235944368,1,Handgun,"On Person, including concealed"
235944368,2,Handgun,"On Person, including concealed"
840870114,1,Handgun,"Accessible (e.g., within reach)"
606029597,1,Other,In Hand
208315421,1,Knife/Edged,"Accessible (e.g., within reach)"
561816825,1,Handgun,"Accessible (e.g., within reach)"
561816825,2,Handgun,"Accessible (e.g., within reach)"
561816825,3,Handgun,"Accessible (e.g., within reach)"
181256999,1,Knife/Edged,"Accessible (e.g., within reach)"
956989217,1,Handgun,In Hand
956989217,2,Handgun,"On Person, including concealed"
545194503,1,Knife/Edged,"On Person, including concealed"
382735474,1,Knife/Edged,"Accessible (e.g., within reach)"
267245807,1,Knife/Edged,In Hand
152579037,1,Handgun,"Accessible (e.g., within reach)"
673627785,1,Handgun,"Accessible (e.g., within reach)"
729969853,1,Handgun,"Accessible (e.g., within reach)"
729969853,1,Other,"Accessible (e.g., within reach)"
729969853,2,Handgun,"Accessible (e.g., within reach)"
729969853,2,Other,"Accessible (e.g., within reach)"
357949948,1,Handgun,"On Person, including concealed"
357949948,2,Handgun,"On Person, including concealed"
810634700,1,Handgun,"Accessible (e.g., within reach)"
810634700,2,Handgun,"Accessible (e.g., within reach)"
810634700,3,Handgun,"Accessible (e.g., within reach)"
810634700,4,Handgun,"Accessible (e.g., within reach)"
810634700,5,Handgun,"Accessible (e.g., within reach)"
103184284,1,Handgun,"Accessible (e.g., within reach)"
252035418,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
676196990,1,Knife/Edged,"Accessible (e.g., within reach)"
538436165,1,Handgun,"On Person, including concealed"
538436165,1,Knife/Edged,"On Person, including concealed"
936613694,1,Handgun,"Accessible (e.g., within reach)"
936613694,2,Handgun,"Accessible (e.g., within reach)"
936613694,3,Handgun,"Accessible (e.g., within reach)"
961131718,1,Knife/Edged,In Hand
662018546,1,Handgun,"Accessible (e.g., within reach)"
662018546,2,Handgun,"Accessible (e.g., within reach)"
498385506,1,Unknown Type of Weapon,"On Person, including concealed"
498385506,2,Unknown Type of Weapon,"On Person, including concealed"
417025117,1,Handgun,"On Person, including concealed"
620250004,1,Handgun,"On Person, including concealed"
872661471,1,Knife/Edged,"Accessible (e.g., within reach)"
204769713,1,Knife/Edged,"On Person, including concealed"
589334257,1,Knife/Edged,In Hand
139774219,1,Handgun,"Accessible (e.g., within reach)"
715177527,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
715177527,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
642853448,1,Handgun,"Accessible (e.g., within reach)"
218609489,1,Knife/Edged,"On Person, including concealed"
165246806,1,Knife/Edged,"Accessible (e.g., within reach)"
563531404,1,Handgun,"Accessible (e.g., within reach)"
563531404,2,Handgun,"Accessible (e.g., within reach)"
563531404,3,Handgun,"Accessible (e.g., within reach)"
433905363,1,Handgun,"Accessible (e.g., within reach)"
433905363,2,Handgun,"Accessible (e.g., within reach)"
783988361,1,Handgun,"On Person, including concealed"
783988361,2,Handgun,"On Person, including concealed"
856376978,1,Knife/Edged,"On Person, including concealed"
258627212,1,Knife/Edged,In Hand
191459326,1,Knife/Edged,"On Person, including concealed"
357920255,1,Vehicle,"Accessible (e.g., within reach)"
677678390,1,Knife/Edged,"On Person, including concealed"
811149645,1,Handgun,"Accessible (e.g., within reach)"
811149645,2,Handgun,"Accessible (e.g., within reach)"
811149645,3,Handgun,"Accessible (e.g., within reach)"
461575292,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
714404846,1,Handgun,"On Person, including concealed"
714404846,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
577620060,1,Knife/Edged,"Accessible (e.g., within reach)"
904645229,1,Knife/Edged,"Accessible (e.g., within reach)"
815302141,1,Handgun,"On Person, including concealed"
471543043,1,Handgun,"On Person, including concealed"
439323897,1,Handgun,"Accessible (e.g., within reach)"
439323897,2,Handgun,"Accessible (e.g., within reach)"
439323897,3,Handgun,"Accessible (e.g., within reach)"
439323897,4,Handgun,"Accessible (e.g., within reach)"
439323897,5,Handgun,"Accessible (e.g., within reach)"
282237204,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
227848746,1,Handgun,"On Person, including concealed"
747535020,1,Knife/Edged,"Accessible (e.g., within reach)"
502673304,1,Handgun,"On Person, including concealed"
934944667,1,Knife/Edged,"On Person, including concealed"
683044966,1,Unknown Type of Weapon,"On Person, including concealed"
273515201,1,Knife/Edged,In Hand
914704087,1,Handgun,"Accessible (e.g., within reach)"
914704087,2,Handgun,"Accessible (e.g., within reach)"
139441285,1,Unknown Type of Weapon,"On Person, including concealed"
463628334,1,Knife/Edged,"Accessible (e.g., within reach)"
473561854,1,Handgun,"Accessible (e.g., within reach)"
473561854,1,Other,"Accessible (e.g., within reach)"
473561854,2,Handgun,"Accessible (e.g., within reach)"
473561854,2,Other,"Accessible (e.g., within reach)"
336729075,1,Knife/Edged,"Accessible (e.g., within reach)"
501258205,1,Handgun,"On Person, including concealed"
815309947,1,Handgun,"Accessible (e.g., within reach)"
990834220,1,Knife/Edged,In Hand
202612482,1,Knife/Edged,In Hand
780717595,1,Handgun,"Accessible (e.g., within reach)"
930877977,1,Handgun,"Accessible (e.g., within reach)"
930877977,2,Handgun,"Accessible (e.g., within reach)"
930877977,3,Handgun,"Accessible (e.g., within reach)"
930877977,4,Handgun,"Accessible (e.g., within reach)"
930877977,5,Handgun,"Accessible (e.g., within reach)"
663222975,1,Knife/Edged,"On Person, including concealed"
520853750,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
506865138,1,Handgun,"On Person, including concealed"
506865138,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
611891823,1,Vehicle,"Accessible (e.g., within reach)"
611891823,2,Unknown Type of Weapon,"On Person, including concealed"
694156077,1,Knife/Edged,"On Person, including concealed"
291627413,1,Unknown Type of Weapon,"On Person, including concealed"
449096279,1,Handgun,"Accessible (e.g., within reach)"
649487186,1,Other,In Hand
586705476,1,Handgun,"Accessible (e.g., within reach)"
784590845,1,Knife/Edged,"On Person, including concealed"
965354834,1,Handgun,"On Person, including concealed"
416091084,1,Knife/Edged,"Accessible (e.g., within reach)"
795281448,1,Knife/Edged,In Hand
752365606,1,Handgun,"Accessible (e.g., within reach)"
402110000,1,Knife/Edged,In Hand
119488890,1,Knife/Edged,"Accessible (e.g., within reach)"
546130690,1,Knife/Edged,"Accessible (e.g., within reach)"
464265257,1,Handgun,"Accessible (e.g., within reach)"
531688167,1,Unknown Type of Weapon,"On Person, including concealed"
315532417,1,Knife/Edged,In Hand
740020374,1,Handgun,"Accessible (e.g., within reach)"
740020374,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
150417569,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
303895585,1,Handgun,"On Person, including concealed"
492408943,1,Handgun,"On Person, including concealed"
492408943,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
549010433,1,Handgun,"Accessible (e.g., within reach)"
549010433,2,Handgun,"On Person, including concealed"
549010433,3,Handgun,"Accessible (e.g., within reach)"
579896367,1,Knife/Edged,"Accessible (e.g., within reach)"
611414244,1,Knife/Edged,In Hand
159308657,1,Other,In Hand
533022840,1,Handgun,"Accessible (e.g., within reach)"
567565680,1,Knife/Edged,"On Person, including concealed"
567565680,2,Knife/Edged,"On Person, including concealed"
880973548,1,Vehicle,"Accessible (e.g., within reach)"
419857364,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
524906556,1,Knife/Edged,"On Person, including concealed"
411241469,1,Handgun,"Accessible (e.g., within reach)"
411241469,2,Handgun,"Accessible (e.g., within reach)"
411241469,3,Handgun,"Accessible (e.g., within reach)"
602309086,1,Knife/Edged,In Hand
578000500,1,Handgun,"Accessible (e.g., within reach)"
578000500,2,Handgun,"Accessible (e.g., within reach)"
507901181,1,Handgun,"Accessible (e.g., within reach)"
507901181,1,Knife/Edged,"Accessible (e.g., within reach)"
543447511,1,Club or Impact Weapon,In Hand
290810119,1,Handgun,"Accessible (e.g., within reach)"
290810119,2,Handgun,"Accessible (e.g., within reach)"
290810119,3,Handgun,"Accessible (e.g., within reach)"
713468734,1,Knife/Edged,"On Person, including concealed"
902306873,1,Handgun,"Accessible (e.g., within reach)"
762048102,1,Knife/Edged,"Accessible (e.g., within reach)"
912764625,1,Handgun,"On Person, including concealed"
586413633,1,Handgun,"On Person, including concealed"
586413633,2,Handgun,In Hand
396983867,1,Handgun,"On Person, including concealed"
899148690,1,Vehicle,"Accessible (e.g., within reach)"
278376770,1,Unknown Type of Weapon,In Hand
238626086,1,Unknown Type of Weapon,In Hand
842101370,1,Handgun,"Accessible (e.g., within reach)"
289726461,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
599313897,1,Knife/Edged,"Accessible (e.g., within reach)"
116295116,1,Knife/Edged,"On Person, including concealed"
759353902,1,Vehicle,"Accessible (e.g., within reach)"
682660454,1,Aerosol,"On Person, including concealed"
682660454,1,Knife/Edged,"On Person, including concealed"
173200385,1,Unknown Type of Weapon,"On Person, including concealed"
713256628,1,Handgun,"On Person, including concealed"
393721883,1,Handgun,"On Person, including concealed"
546319084,1,Handgun,"On Person, including concealed"
803668806,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
975854153,1,Knife/Edged,"Accessible (e.g., within reach)"
108847628,1,Knife/Edged,"On Person, including concealed"
108847628,1,Other,In Hand
728086369,1,Knife/Edged,"Accessible (e.g., within reach)"
884335071,1,Knife/Edged,"Accessible (e.g., within reach)"
171478908,1,Knife/Edged,"Accessible (e.g., within reach)"
264918785,1,Club or Impact Weapon,"On Person, including concealed"
115769658,1,Club or Impact Weapon,"On Person, including concealed"
831840326,1,Knife/Edged,"On Person, including concealed"
472699828,1,Handgun,"Accessible (e.g., within reach)"
289804055,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
475565310,1,Unknown Type of Weapon,"On Person, including concealed"
617873683,1,Other,In Hand
756300140,1,Unknown Type of Weapon,In Hand
178883633,1,Knife/Edged,In Hand
683350207,1,Knife/Edged,"On Person, including concealed"
400337852,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
400337852,1,Knife/Edged,"Accessible (e.g., within reach)"
102684014,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
102684014,1,Knife/Edged,"Accessible (e.g., within reach)"
516388208,1,Knife/Edged,"Accessible (e.g., within reach)"
922859292,1,Knife/Edged,In Hand
292206851,1,Knife/Edged,In Hand
437848163,1,Club or Impact Weapon,In Hand
722916194,1,Knife/Edged,"Accessible (e.g., within reach)"
356126390,1,Handgun,"Accessible (e.g., within reach)"
356126390,2,Handgun,"Accessible (e.g., within reach)"
528388367,1,Unknown Type of Weapon,"On Person, including concealed"
682786579,1,Knife/Edged,"Accessible (e.g., within reach)"
361016076,1,Knife/Edged,"Accessible (e.g., within reach)"
585430546,1,Knife/Edged,In Hand
390489396,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
690026867,1,Other,"Accessible (e.g., within reach)"
432650653,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
139277579,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
734033519,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
469300830,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
469300830,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
237546276,1,Knife/Edged,"Accessible (e.g., within reach)"
909789738,1,Handgun,"Accessible (e.g., within reach)"
909789738,2,Handgun,In Hand
980685068,1,Vehicle,""
980685068,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
980685068,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
467319301,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
843261732,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
524771008,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
642490665,1,Knife/Edged,"Accessible (e.g., within reach)"
341474361,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
924660350,1,Knife/Edged,"On Person, including concealed"
330990656,1,Knife/Edged,In Hand
330990656,1,Other,In Hand
740911295,1,"Long Gun (rifle, shotgun)",In Hand
450317367,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
474494332,1,Club or Impact Weapon,In Hand
190367946,1,Handgun,"Accessible (e.g., within reach)"
956149797,1,Knife/Edged,"Accessible (e.g., within reach)"
418234082,1,Handgun,"On Person, including concealed"
418234082,1,Knife/Edged,"On Person, including concealed"
185970131,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
659951133,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
440374307,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
314773631,1,Knife/Edged,"Accessible (e.g., within reach)"
579557281,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
426543735,1,Unknown Type of Weapon,In Hand
856280025,1,Handgun,"Accessible (e.g., within reach)"
856280025,2,Handgun,"Accessible (e.g., within reach)"
248196541,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
509003485,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
642780194,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
592814987,1,"Long Gun (rifle, shotgun)",In Hand
860427053,1,"Long Gun (rifle, shotgun)",In Hand
568404582,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
812163901,1,Other,"Accessible (e.g., within reach)"
188641287,1,Unknown Type of Weapon,"On Person, including concealed"
849109122,1,Knife/Edged,In Hand
311161483,1,Knife/Edged,In Hand
580793987,1,Knife/Edged,In Hand
823940637,1,"Long Gun (rifle, shotgun)",In Hand
323816082,1,"Long Gun (rifle, shotgun)",In Hand
876624526,1,Knife/Edged,"Accessible (e.g., within reach)"
846922721,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
303215077,1,Handgun,"Accessible (e.g., within reach)"
330763428,1,Knife/Edged,"Accessible (e.g., within reach)"
254179954,1,Knife/Edged,"Accessible (e.g., within reach)"
254179954,1,Knife/Edged,"On Person, including concealed"
254179954,1,Other,In Hand
129474242,1,Knife/Edged,"Accessible (e.g., within reach)"
895893237,1,Handgun,"Accessible (e.g., within reach)"
895893237,2,Handgun,"Accessible (e.g., within reach)"
862873116,1,Knife/Edged,"Accessible (e.g., within reach)"
118558014,1,Other,In Hand
617862314,1,Knife/Edged,"On Person, including concealed"
711272697,1,Knife/Edged,In Hand
374708606,1,Knife/Edged,In Hand
114208328,1,Handgun,In Hand
756720994,1,Handgun,"Accessible (e.g., within reach)"
756720994,2,Handgun,"Accessible (e.g., within reach)"
756720994,3,Handgun,"Accessible (e.g., within reach)"
352983716,1,Knife/Edged,In Hand
175716688,4,Handgun,"Accessible (e.g., within reach)"
266518500,1,Handgun,"Accessible (e.g., within reach)"
794488003,1,Handgun,In Hand
908300116,1,Knife/Edged,"On Person, including concealed"
610076498,1,Handgun,"On Person, including concealed"
893932041,1,Knife/Edged,"On Person, including concealed"
893932041,1,Other,In Hand
520978632,1,Knife/Edged,"On Person, including concealed"
520978632,1,Other,In Hand
448892755,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
448892755,1,Knife/Edged,"Accessible (e.g., within reach)"
638932548,1,Knife/Edged,In Hand
282591687,1,Knife/Edged,"Accessible (e.g., within reach)"
282591687,1,Other,In Hand
812114538,1,Unknown Type of Weapon,"On Person, including concealed"
452673530,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
452673530,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
593097720,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
575198004,1,Knife/Edged,In Hand
472926504,1,Knife/Edged,In Hand
870885136,1,Knife/Edged,In Hand
384051635,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
973378680,1,Unknown Type of Weapon,"On Person, including concealed"
374350856,1,Handgun,In Hand
894394414,1,Club or Impact Weapon,In Hand
894394414,1,Knife/Edged,In Hand
535587478,1,Handgun,"Accessible (e.g., within reach)"
822233266,1,Handgun,"Accessible (e.g., within reach)"
376076032,1,Handgun,"Accessible (e.g., within reach)"
595101567,1,Other,"Accessible (e.g., within reach)"
969247263,1,Aerosol,"On Person, including concealed"
671213121,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
935940416,1,Unknown Type of Weapon,"On Person, including concealed"
173777882,1,Unknown Type of Weapon,"On Person, including concealed"
266436772,1,Handgun,"Accessible (e.g., within reach)"
266436772,2,Handgun,"Accessible (e.g., within reach)"
736190782,1,Handgun,"On Person, including concealed"
633061534,1,Club or Impact Weapon,"Accessible (e.g., within reach)"
633061534,1,Handgun,"Accessible (e.g., within reach)"
633061534,2,Club or Impact Weapon,"Accessible (e.g., within reach)"
633061534,2,Handgun,"Accessible (e.g., within reach)"
633061534,3,Club or Impact Weapon,"Accessible (e.g., within reach)"
633061534,3,Handgun,"Accessible (e.g., within reach)"
633061534,4,Club or Impact Weapon,"Accessible (e.g., within reach)"
633061534,4,Handgun,"Accessible (e.g., within reach)"
167655885,1,Unknown Type of Weapon,"On Person, including concealed"
672205963,1,Handgun,"Accessible (e.g., within reach)"
631511591,1,Handgun,"Accessible (e.g., within reach)"
986734823,1,Handgun,"Accessible (e.g., within reach)"
986734823,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
986734823,2,Handgun,"Accessible (e.g., within reach)"
986734823,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
987350819,1,Handgun,"Accessible (e.g., within reach)"
537276808,1,Knife/Edged,In Hand
143418427,1,Knife/Edged,In Hand
163447267,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
163447267,2,Unknown Type of Weapon,"Accessible (e.g., within reach)"
163447267,3,Unknown Type of Weapon,"Accessible (e.g., within reach)"
163447267,4,Unknown Type of Weapon,"Accessible (e.g., within reach)"
163447267,5,Unknown Type of Weapon,"Accessible (e.g., within reach)"
163447267,6,Unknown Type of Weapon,"Accessible (e.g., within reach)"
870973418,1,Handgun,"On Person, including concealed"
852711844,1,Knife/Edged,In Hand
737311736,1,Knife/Edged,In Hand
853612562,1,Handgun,"Accessible (e.g., within reach)"
578741957,1,Knife/Edged,In Hand
715835153,1,Knife/Edged,"Accessible (e.g., within reach)"
852301030,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
852301030,2,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
399112130,1,Handgun,"Accessible (e.g., within reach)"
230690352,1,Knife/Edged,"On Person, including concealed"
599583855,1,Handgun,"On Person, including concealed"
599583855,2,Handgun,"On Person, including concealed"
599583855,3,Handgun,"On Person, including concealed"
826402608,1,Handgun,"On Person, including concealed"
840127496,1,Knife/Edged,In Hand
787808792,1,Knife/Edged,In Hand
750608290,1,Handgun,"Accessible (e.g., within reach)"
242353280,1,Aerosol,"On Person, including concealed"
242353280,1,Handgun,"On Person, including concealed"
242353280,2,Aerosol,"On Person, including concealed"
242353280,2,Handgun,"On Person, including concealed"
523923925,1,Handgun,"On Person, including concealed"
330274750,1,Knife/Edged,"Accessible (e.g., within reach)"
462834450,1,Knife/Edged,"On Person, including concealed"
531504378,1,Unknown Type of Weapon,"Accessible (e.g., within reach)"
874173652,1,Knife/Edged,"On Person, including concealed"
537781626,4,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
571716981,1,Handgun,In Hand
756650453,1,Handgun,"On Person, including concealed"
756650453,2,Handgun,"On Person, including concealed"
116295303,1,Handgun,"On Person, including concealed"
116295303,2,Handgun,"On Person, including concealed"
642420923,1,Handgun,"On Person, including concealed"
642420923,2,Handgun,"On Person, including concealed"
621463252,1,Handgun,"On Person, including concealed"
621463252,2,Handgun,"On Person, including concealed"
430085485,1,Knife/Edged,"On Person, including concealed"
603918737,1,Club or Impact Weapon,In Hand
603918737,1,Knife/Edged,"On Person, including concealed"
855590283,1,Other,"Accessible (e.g., within reach)"
847271793,1,Handgun,"On Person, including concealed"
978829130,1,Handgun,"On Person, including concealed"
757766027,1,Handgun,"On Person, including concealed"
616728499,1,Handgun,"On Person, including concealed"
153401015,1,Knife/Edged,"Accessible (e.g., within reach)"
274873332,1,Unknown Type of Weapon,"On Person, including concealed"
439722849,1,Aerosol,"On Person, including concealed"
439722849,1,Handgun,"On Person, including concealed"
439722849,2,Aerosol,"On Person, including concealed"
439722849,2,Handgun,"On Person, including concealed"
700811351,1,Handgun,"Accessible (e.g., within reach)"
700811351,2,Handgun,"Accessible (e.g., within reach)"
700811351,3,Handgun,"Accessible (e.g., within reach)"
154511000,1,Handgun,"Accessible (e.g., within reach)"
498775528,1,Aerosol,"On Person, including concealed"
498775528,1,Handgun,"On Person, including concealed"
498775528,2,Aerosol,"On Person, including concealed"
498775528,2,Handgun,"On Person, including concealed"
943862621,1,Handgun,"Accessible (e.g., within reach)"
943862621,2,Handgun,"Accessible (e.g., within reach)"
451511852,1,Handgun,"Accessible (e.g., within reach)"
451511852,2,Handgun,"Accessible (e.g., within reach)"
873835998,1,Knife/Edged,"On Person, including concealed"
614414699,1,Other,In Hand
941418131,1,Unknown Type of Weapon,"On Person, including concealed"
941418131,1,Vehicle,""
941418131,2,Unknown Type of Weapon,"On Person, including concealed"
941418131,3,Unknown Type of Weapon,"Accessible (e.g., within reach)"
941418131,3,Vehicle,""
763589498,1,Unknown Type of Weapon,"On Person, including concealed"
763589498,1,Vehicle,""
742063975,1,Handgun,"Accessible (e.g., within reach)"
234483981,1,Vehicle,""
256328053,1,Handgun,"On Person, including concealed"
256328053,2,Handgun,"On Person, including concealed"
719804584,1,Handgun,"On Person, including concealed"
719804584,2,Handgun,"On Person, including concealed"
422451265,1,Vehicle,""
232290342,1,Club or Impact Weapon,In Hand
793681289,1,Club or Impact Weapon,In Hand
636751732,1,Club or Impact Weapon,In Hand
838611445,1,"Long Gun (rifle, shotgun)",In Hand
750439904,1,Knife/Edged,In Hand
327371492,1,Handgun,In Hand
327371492,2,Handgun,In Hand
327371492,3,Handgun,In Hand
327371492,4,Handgun,In Hand
626244540,1,Knife/Edged,In Hand
540635858,1,Handgun,"Accessible (e.g., within reach)"
540635858,10,Handgun,"Accessible (e.g., within reach)"
540635858,11,Handgun,"Accessible (e.g., within reach)"
540635858,12,Handgun,"Accessible (e.g., within reach)"
540635858,13,Handgun,"Accessible (e.g., within reach)"
540635858,14,Handgun,"Accessible (e.g., within reach)"
540635858,15,Handgun,"Accessible (e.g., within reach)"
540635858,16,Handgun,"Accessible (e.g., within reach)"
540635858,17,Handgun,"Accessible (e.g., within reach)"
540635858,18,Handgun,"Accessible (e.g., within reach)"
540635858,19,Handgun,"Accessible (e.g., within reach)"
540635858,2,Handgun,"Accessible (e.g., within reach)"
540635858,20,Handgun,"Accessible (e.g., within reach)"
540635858,3,Handgun,"Accessible (e.g., within reach)"
540635858,4,Handgun,"Accessible (e.g., within reach)"
540635858,5,Handgun,"Accessible (e.g., within reach)"
540635858,6,Handgun,"Accessible (e.g., within reach)"
540635858,7,Handgun,"Accessible (e.g., within reach)"
540635858,8,Handgun,"Accessible (e.g., within reach)"
540635858,9,Handgun,"Accessible (e.g., within reach)"
237928043,1,Handgun,"Accessible (e.g., within reach)"
237928043,10,Handgun,"Accessible (e.g., within reach)"
237928043,11,Handgun,"Accessible (e.g., within reach)"
237928043,12,Handgun,"Accessible (e.g., within reach)"
237928043,13,Handgun,"Accessible (e.g., within reach)"
237928043,14,Handgun,"Accessible (e.g., within reach)"
237928043,16,Handgun,"Accessible (e.g., within reach)"
237928043,17,Handgun,"Accessible (e.g., within reach)"
237928043,2,Handgun,"Accessible (e.g., within reach)"
237928043,3,Handgun,"Accessible (e.g., within reach)"
237928043,4,Handgun,"Accessible (e.g., within reach)"
237928043,5,Handgun,"Accessible (e.g., within reach)"
237928043,6,Handgun,"Accessible (e.g., within reach)"
237928043,7,Handgun,"Accessible (e.g., within reach)"
237928043,8,Handgun,"Accessible (e.g., within reach)"
979853028,1,Knife/Edged,"On Person, including concealed"
943680036,1,Handgun,"On Person, including concealed"
135441564,1,Handgun,"On Person, including concealed"
594082542,1,Handgun,"On Person, including concealed"
287418406,1,Handgun,"Accessible (e.g., within reach)"
239534457,1,Knife/Edged,"On Person, including concealed"
109066075,1,Unknown Type of Weapon,"On Person, including concealed"
503352768,1,Knife/Edged,In Hand
404077787,1,Handgun,"Accessible (e.g., within reach)"
549041052,1,Knife/Edged,"Accessible (e.g., within reach)"
842178143,1,Handgun,"Accessible (e.g., within reach)"
842178143,1,Unknown Type of Weapon,In Hand
263107197,1,Knife/Edged,"On Person, including concealed"
465018574,1,Knife/Edged,"Accessible (e.g., within reach)"
671454793,1,Knife/Edged,"Accessible (e.g., within reach)"
824637320,1,Handgun,"Accessible (e.g., within reach)"
825151145,1,Handgun,"On Person, including concealed"
825151145,2,Handgun,"Accessible (e.g., within reach)"
138197941,1,Handgun,"Accessible (e.g., within reach)"
138197941,2,Handgun,In Hand
790422886,1,Handgun,"On Person, including concealed"
351181678,1,Handgun,"On Person, including concealed"
629431361,1,Knife/Edged,In Hand
951544081,1,Knife/Edged,In Hand
571165988,1,Knife/Edged,In Hand
884872972,1,Knife/Edged,In Hand
361295012,1,Knife/Edged,In Hand
664233793,1,Handgun,"Accessible (e.g., within reach)"
664233793,1,"Long Gun (rifle, shotgun)",In Hand
568653077,1,Knife/Edged,In Hand
477544437,1,Knife/Edged,"On Person, including concealed"
899003326,1,Knife/Edged,In Hand
574512391,1,Handgun,"On Person, including concealed"
992450443,1,Handgun,"On Person, including concealed"
707180042,1,Handgun,"On Person, including concealed"
707180042,2,Handgun,"On Person, including concealed"
957015794,1,Handgun,"Accessible (e.g., within reach)"
957015794,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
910998868,1,Aerosol,"On Person, including concealed"
910998868,1,Handgun,"On Person, including concealed"
910998868,2,Aerosol,"On Person, including concealed"
910998868,2,Handgun,"On Person, including concealed"
920344036,1,Knife/Edged,In Hand
828847417,1,Unknown Type of Weapon,"On Person, including concealed"
828847417,2,Unknown Type of Weapon,"On Person, including concealed"
620985223,1,Handgun,"On Person, including concealed"
926269880,1,Handgun,"On Person, including concealed"
124936614,1,Handgun,"Accessible (e.g., within reach)"
124936614,2,Handgun,"Accessible (e.g., within reach)"
124936614,3,Handgun,"Accessible (e.g., within reach)"
124936614,4,Handgun,"Accessible (e.g., within reach)"
667604924,1,Handgun,"Accessible (e.g., within reach)"
667604924,2,Handgun,"Accessible (e.g., within reach)"
667604924,3,Handgun,"Accessible (e.g., within reach)"
667604924,4,Handgun,"Accessible (e.g., within reach)"
183283605,1,Handgun,In Hand
940521142,1,Other,In Hand
940521142,1,Unknown Type of Weapon,In Hand
118301940,1,"Long Gun (rifle, shotgun)","Accessible (e.g., within reach)"
879459057,1,Handgun,"Accessible (e.g., within reach)"
879459057,2,Handgun,"Accessible (e.g., within reach)"
834835041,1,Handgun,"On Person, including concealed"
261117435,1,Handgun,"Accessible (e.g., within reach)"
812941921,1,Handgun,"Accessible (e.g., within reach)"
734907359,1,Handgun,"Accessible (e.g., within reach)"
734907359,2,Handgun,"Accessible (e.g., within reach)"
331472079,1,Knife/Edged,In Hand
